time_s,"state:p_n","state:p_e","state:p_d","state:u","state:v","state:w","state:q_w","state:q_x","state:q_y","state:q_z","state:p","state:q","state:r","state:omega_0","state:omega_1","state:omega_2","state:omega_3","command:omega_command_0_rad_s","command:omega_command_1_rad_s","command:omega_command_2_rad_s","command:omega_command_3_rad_s","wind:north_m_s","wind:east_m_s","wind:down_m_s"
0.88,0.56382934285331798,2.4174657370804531e-18,-99.892677882445511,2.0048177817465276,1.6819466556686011e-17,-2.5277707317840945,0.79840625820787259,3.3185455581151819e-19,-0.60211913011837104,-1.2764651857537752e-18,-3.2538202186696917e-18,-1.2786073567637288,-5.0634158566181747e-35,659.98322673898531,610.01677323897763,610.01677323897763,659.98322673898531,660,610,610,660,0,0,0
0.89999999999999991,0.62530934686694684,2.6031464795389831e-18,-99.866620871231575,2.1273445513251059,1.6626754278153926e-17,-2.7181990778152154,0.79119815902565827,4.0346200301844926e-19,-0.61155986882267643,-1.2144054053774006e-18,2.5689565590705479e-17,-1.0970282942560687,-4.6359384750620572e-35,659.99052782707508,610.00947216048019,610.00947216048019,659.99052782707508,660,610,610,660,0,0,0
0.91999999999999993,0.69049286826446998,2.7854756664324705e-18,-99.837702056791429,2.2563036801820093,1.504046403542246e-17,-2.9069442840842328,0.78500374960802499,6.7033670679721938e-19,-0.61949101131601692,-1.0020382153088702e-18,3.8500296917014947e-17,-0.91572482971570057,-4.705593483105499e-35,659.99465088751424,610.00534910545787,610.00534910545787,659.99465088751424,660,610,610,660,0,0,0
0.93999999999999995,0.75938154886525278,2.966829719918614e-18,-99.805849759898052,2.3928138796680476,1.3218090501807303e-17,-3.0925324433715966,0.77986507478097888,9.5891730926838901e-19,-0.62594765367150196,-7.7317799681557201e-19,3.1998441881111255e-17,-0.73471385950073376,-5.0809394024385128e-35,659.99697925654323,610.00302073948808,610.00302073948808,659.99697925654323,660,610,610,660,0,0,0
0.95999999999999996,0.83197184936490765,3.1500346596733022e-18,-99.771006658133103,2.5380156908627898,1.1456263954157714e-17,-3.2734306912408111,0.7758157213453869,1.2282368023194777e-18,-0.63095956012516141,-5.5899280868083365e-19,4.1591361730377455e-17,-0.55400468749047893,-5.79939275962612e-35,659.99829412990357,610.00170586785532,610.00170586785532,659.99829412990357,660,610,610,660,0,0,0
0.97999999999999998,0.90825587923050655,3.3377308219525667e-18,-99.733129908317395,2.6930428364076091,9.9118309437244166e-18,-3.4480352147171751,0.77288113794241387,1.4632164090059911e-18,-0.63455082271859009,-3.715060013411261e-19,3.1883994475606274e-17,-0.37360233036326884,-6.0202602238733918e-35,659.99903666338184,610.00096333535259,610.00096333535259,659.99903666338184,660,610,610,660,0,0,0
1,0.98822208911521703,3.5321881991688689e-18,-99.692191215267187,2.8589924144832937,8.5089970741424648e-18,-3.6146585798421857,0.77107889179864586,1.6735123565516587e-18,-0.63673961917142563,-2.019729071782316e-19,2.8618380760887681e-17,-0.19350938414768865,-6.3170799885764581e-35,659.99945598586794,610.00054401341743,610.00054401341743,659.99945598586794,660,610,610,660,0,0,0
1.02,1.0718558235273308,3.7354587400843847e-18,-99.648176861522188,3.0368937664441673,7.1943697182808704e-18,-3.7715171044860996,0.77041886485644295,1.8689387637727854e-18,-0.63753805586279322,-4.2092942191941515e-20,1.2484060352609732e-17,-0.013727078298110519,-6.2364762783499274e-35,659.99969278508649,610.00030721451003,610.00030721451003,659.99969278508649,660,610,610,660,0,0,0
1.04,1.1591397317087402,3.9492721831677853e-18,-99.60108771039333,3.2276758290342236,7.8967367825660293e-18,-3.9167190303979278,0.77090339070396707,1.8560154394386446e-18,-0.63695208783795265,-5.134379244315839e-20,-1.96933981550236e-17,0.16574412904993602,-6.2299593057384281e-35,659.99982651001608,610.00017348975621,610.00017348975621,659.99982651001608,660,610,610,660,0,0,0
1.0600000000000001,1.2500540343640911,4.1733967966780277e-18,-99.550939192213605,3.4321327917884519,1.1658849903116962e-17,-4.0482542745593433,0.77252733339519586,1.5457667130164693e-18,-0.63498151087831511,-3.0301283429454793e-19,-5.8239835778825969e-17,0.34490421492868201,-6.1830274208717877e-35,659.9999020269745,610.00009797289692,610.00009797289692,659.9999020269745,660,610,610,660,0,0,0
1.0800000000000001,1.3445766430715052,4.40497603044979e-18,-99.497761280934341,3.6508879193178201,1.6464175655545052e-17,-4.1639865659393163,0.77527810938530572,1.1423954266999888e-18,-0.63162002272564632,-6.2919404923336765e-19,-4.8494590922108374e-17,0.52375340170805551,-6.4796420931002417e-35,659.99994467280771,610.00005532711975,610.00005532711975,659.99994467280771,660,610,610,660,0,0,0
1.1000000000000001,1.442683127963863,4.6401712375245353e-18,-99.44159846506551,3.8843554661431892,2.1276414045887565e-17,-4.2616487997351333,0.7791356542156711,7.4567051536539079e-19,-0.62685535199910225,-9.4855489236870375e-19,-6.1276881973279177e-17,0.70229204989582028,-6.6233745939545429e-35,659.999968755704,610.00003124425496,610.00003124425496,659.999968755704,660,610,610,660,0,0,0
1.1200000000000001,1.5443465277051895,4.8749820870308923e-18,-99.382509713263161,4.1327007081500717,2.805001833125753e-17,-4.3388424659391429,0.78407233615667526,1.7577951246739507e-19,-0.62066945443916743,-1.4068943582538497e-18,-9.6546446505962509e-17,0.88052059760052703,-6.9191861069253614e-35,659.99998235576402,610.00001764421268,610.00001764421268,659.99998235576402,660,610,610,660,0,0,0
1.1400000000000001,1.6495369940701112,5.1039569371728643e-18,-99.320568430457186,4.3957982390747663,3.6330728347610725e-17,-4.3930420303677833,0.79005281969405738,-5.2623387498766082e-19,-0.6130387769900606,-1.9722986175235315e-18,-7.7079409696909848e-17,1.0584395263458248,-6.2987752694000861e-35,659.99999003597134,610.00000996401559,610.00000996401559,659.99999003597134,660,610,610,660,0,0,0
1.1600000000000001,1.7582212618153674,5.3207343126555666e-18,-99.255862395123486,4.6731888319172725,4.2942217822257756e-17,-4.4216051610335203,0.7970338824925185,-1.0764143941946219e-18,-0.60393459096072843,-2.4227632855861165e-18,-8.0171339073651397e-17,1.236049341765874,-5.9842548153634668e-35,659.99999437312738,610.00000562686512,610.00000562686512,659.99999437312738,660,610,610,660,0,0,0
1.1799999999999999,1.8703619333558723,5.5198035685939566e-18,-99.188493662003182,4.9640353425323527,5.0152266665619944e-17,-4.4217896970975188,0.80496419027228394,-1.6823220043764668e-18,-0.59332339611655815,-2.9209524527814361e-18,-8.0032034941170372e-17,1.4133505627043936,-9.6438001487681841e-35,659.99999682240036,610.00000317759554,610.00000317759554,659.99999682240036,660,610,610,660,0,0,0
1.2,1.9859165674752708,5.6953441214554048e-18,-99.118578407179697,5.2670783338973886,5.8405475107255942e-17,-4.3907782471720971,0.81378403488312201,-2.3904670581941311e-18,-0.58116739806130369,-3.500621653269628e-18,-9.9177710641770453e-17,1.5903437150593942,-1.2072864700552409e-34,659.99999820555036,610.00000179444726,610.00000179444726,659.99999820555036,645,645,620,620,0,0,0
1.22,2.1048332736337767,2.9541105946504629e-08,-99.046245429439722,5.5793081267779181,-0.00064307260546685608,-4.3268813037758065,0.82334017629645484,6.1021631700688304e-05,-0.56754819050833571,4.2698911255311887e-05,0.021357925255626992,1.7241458212707961,-3.3533167143887956e-05,653.47077838663608,625.23484908003547,614.35281474669421,642.58874405329493,645,645,620,620,0,0,0
1.24,2.2270439375400577,8.6571979552138197e-07,-98.971631747635584,5.8936149396281197,-0.0044458524552999871,-4.2345148869437912,0.83322756099640605,0.0004321687448880902,-0.55292997406722333,0.00029766453615973526,0.072336922944454513,1.7981674792883624,-8.2044473005068926e-05,649.78360633729608,633.83825111662452,616.81092929922272,632.75628451989439,645,645,620,620,0,0,0
1.26,2.3524779923030072,6.0556780782783331e-06,-98.894882519437758,6.2045163042341711,-0.013041672037591578,-4.1181961709711032,0.84315358942339058,0.0013041908755378954,-0.53767047707981119,0.0008841975914181243,0.13994121915361504,1.8385030499577062,-0.00011879640716724181,647.70139160131021,638.69675249938552,618.19907237351515,627.20371147543995,645,645,620,620,0,0,0
1.28,2.4810626188437035,2.3634373275530627e-05,-98.816147310197067,6.5085269814319187,-0.027000816126473769,-3.9808708109173656,0.85295375778327887,0.0027888488672547433,-0.52197571335877735,0.0018612009495845854,0.21685564767526846,1.8598403491189384,-0.00014246010959474809,646.52552615517993,641.44043872791485,618.98298262404603,624.068070051311,645,645,620,620,0,0,0
1.3,2.6127207581733378,6.7120006792104742e-05,-98.735576964274529,6.8033231311233822,-0.046243040864904522,-3.8245499158773146,0.86253377743615012,0.0049527251259997808,-0.50596478633909014,0.0032539637968351633,0.29895684907280734,1.8704585087063559,-0.00015667659816545758,645.86149303529692,642.98984944689346,619.42567134415538,622.29731493255872,645,645,620,620,0,0,0
1.3199999999999998,2.7473702077013851,0.00015608072137752237,-98.653321650120745,7.0872590008577543,-0.070277690025447578,-3.6506840222554544,0.8718372882727522,0.0078363769949888022,-0.48970668628728892,0.0050690608922526479,0.38391880255334976,1.8750280170234725,-0.00016490248801258754,645.48650116377553,643.864830540257,619.67566591021625,621.29733653373478,645,645,620,620,0,0,0
1.3399999999999999,2.8849231762571872,0.0003164525986808563,-98.569529522540293,7.3590905385138967,-0.098342820959040955,-3.4603903648310008,0.88082794203305259,0.011465218038041873,-0.47324133067839624,0.007302619180701431,0.47042884267945656,1.8761848270426391,-0.00016953641205123092,645.27473626907897,644.35894866166029,619.81684249823627,620.73263010565483,645,645,620,620,0,0,0
1.3599999999999999,3.0252860493941194,0.00058070802581853859,-98.484345710736903,7.6178187869666845,-0.12948625903286301,-3.254593950229987,0.88947948958334322,0.015855703787435588,-0.4565916484843443,0.009944888250226231,0.55774604337262379,1.8754170129879075,-0.00017207535246719461,645.15514868856962,644.63798636859019,619.89656754714031,620.41372986711974,645,645,620,620,0,0,0
1.3799999999999999,3.1683592612853411,0.00098792833069812828,-98.397911475122626,7.8626019791409112,-0.16261375783960538,-3.0341167864776413,0.89777030586573514,0.021018841555390595,-0.43977054730122156,0.012982755169751744,0.6454521840785713,1.8735647581011801,-0.00017341010461567843,645.08761535433814,644.79556415923582,619.9415897672684,620.23364096237071,645,645,620,620,0,0,0
1.3999999999999999,3.314037228627007,0.0015838091294258854,-98.310363447239851,8.0927067957309369,-0.19651881730504422,-2.7997357440677639,0.90568036902262494,0.026962170351185494,-0.42278494987780574,0.016401118675779043,0.73331122887212385,1.8711024766624647,-0.00017405820235685034,645.04947802257675,644.88455127276222,619.96701465358854,620.13194140340295,645,645,620,620,0,0,0
1.4199999999999999,3.4622083275738071,0.0024206124803422772,-98.221832906356966,8.3074818726438284,-0.22990249504824342,-2.5522215045244412,0.91318959539071864,0.033690863263347325,-0.40563815107414042,0.02018363187978842,0.82119000777275997,1.868298060303559,-0.00017431652596164182,645.02794116095981,644.93480395330403,619.98137256047437,620.07450976813016,645,645,620,620,0,0,0
1.4399999999999999,3.6127549063783859,0.0035570719366943607,-98.132445068425511,8.5063439481384684,-0.26138796499537448,-2.2923662032857104,0.92027692397172323,0.04120832442622753,-0.38833121244479951,0.02431309614751203,0.90901343551608038,1.8653027841312169,-0.00017435420221294671,645.01577889404462,644.9631825780458,619.98948073793281,620.04207705393173,645,645,620,620,0,0,0
1.46,3.7655533318715162,0.0050582522617207597,-98.042318375877997,8.6887712241889172,-0.28953253706916909,-2.0210043857527551,0.92691981629221487,0.049516493167033958,-0.37086380585985956,0.02877166266287336,0.99673922643308233,1.8622020710465021,-0.00017426720974330652,645.00891063537517,644.97920851603658,619.99405957677186,620.02376169611057,645,645,620,620,0,0,0
1.48,3.9204740704959682,0.0069953634066309625,-97.951563784345439,8.8543008962447534,-0.31283869930923774,-1.7390300449669462,0.93309398793860254,0.058615976958772173,-0.35323474214349182,0.033540928144954012,1.0843436166445448,1.8590441569970255,-0.00017410989907872462,645.00503200177172,644.98825866172979,619.99664533235273,620.01341867239478,645,645,620,620,0,0,0
